Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
2021-04-28,121053,119392,121276,119392,"9,08M","1,39%"
2021-04-27,119388,120595,121012,119003,"8,36M","-1,00%"
2021-04-26,120595,120534,121393,119860,"7,10M","0,05%"
2021-04-23,120530,119372,120815,119372,"7,62M","0,97%"
2021-04-22,119371,120064,120995,119203,"8,60M","-0,58%"
2021-04-20,120062,120925,121354,119841,"7,81M","-0,72%"
2021-04-19,120934,121116,121974,120682,"10,03M","-0,15%"
2021-04-16,121114,120701,121333,120199,"7,95M","0,34%"
2021-04-15,120701,120290,121409,120084,"7,95M","0,34%"
2021-04-14,120295,119298,120871,119298,"10,08M","0,84%"
2021-04-13,119297,118809,119529,118041,"8,98M","0,41%"
2021-04-12,118812,117661,118812,117661,"7,00M","0,97%"
2021-04-09,117670,118313,118643,117336,"7,74M","-0,54%"
2021-04-08,118313,117624,118850,117486,"8,78M","0,59%"
2021-04-07,117624,117499,118303,116748,"8,54M","0,11%"
2021-04-06,117499,117519,118213,117176,"6,80M","-0,02%"
2021-04-05,117518,115262,117668,115262,"7,25M","1,97%"
2021-04-01,115253,116644,117088,114991,"8,02M","-1,18%"
2021-03-31,116634,116850,117249,115932,"10,66M","-0,18%"
2021-03-30,116850,115414,117090,114999,"8,14M","1,24%"
2021-03-29,115419,114776,115553,114096,"7,46M","0,56%"
2021-03-26,114781,113750,115416,113305,"8,66M","0,91%"
2021-03-25,113750,112065,114024,110927,"10,31M","1,50%"
2021-03-24,112064,113272,114823,112064,"9,83M","-1,06%"
2021-03-23,113262,114977,115599,113062,"8,30M","-1,49%"
2021-03-22,114979,116222,116225,113620,"8,16M","-1,07%"
2021-03-19,116222,114837,116446,114610,"12,34M","1,21%"
2021-03-18,114835,116549,116751,114302,"9,92M","-1,47%"
2021-03-17,116549,114018,116736,113428,"9,43M","2,22%"
2021-03-16,114019,114845,114974,113370,"7,80M","-0,72%"
2021-03-15,114851,114093,114903,113635,"8,22M","0,60%"
2021-03-12,114160,114984,114984,113253,"8,11M","-0,72%"
2021-03-11,114984,112782,115127,112776,"12,09M","1,96%"
2021-03-10,112776,111331,112928,109999,"12,51M","1,30%"
2021-03-09,111331,110611,112525,109343,"12,14M","0,65%"
2021-03-08,110612,115202,115202,110268,"13,70M","-3,98%"
2021-03-05,115202,112690,115504,112504,"13,25M","2,23%"
2021-03-04,112690,111191,114433,111163,"14,22M","1,35%"
2021-03-03,111184,111529,112398,107466,"15,14M","-0,32%"
2021-03-02,111540,110328,112428,107319,"14,82M","1,09%"
2021-03-01,110335,110036,112445,110036,"11,24M","0,27%"
2021-02-26,110035,112260,113466,109827,"14,62M","-1,98%"
2021-02-25,112256,115668,116506,111764,"12,47M","-2,95%"
2021-02-24,115668,115229,116208,114668,"11,40M","0,38%"
2021-02-23,115227,112676,115380,112667,"15,17M","2,27%"
2021-02-22,112668,118388,118388,111650,"21,77M","-4,87%"
2021-02-19,118431,119199,119250,117867,"10,40M","-0,64%"
2021-02-18,119199,120361,120845,118515,"10,72M","-0,96%"
2021-02-17,120356,119421,120597,118880,"8,33M","0,78%"
2021-02-12,119429,119300,119763,118163,"7,66M","0,11%"
2021-02-11,119300,118440,120283,118440,"7,57M","0,73%"
2021-02-10,118435,119472,119738,117970,"8,64M","-0,87%"
2021-02-09,119472,119696,119975,118246,"7,91M","-0,19%"
2021-02-08,119696,120239,120844,119140,"8,62M","-0,45%"
2021-02-05,120240,119261,121117,119261,"8,21M","0,82%"
2021-02-04,119261,119728,120560,118918,"8,10M","-0,39%"
2021-02-03,119725,118235,120210,118234,"8,70M","1,26%"
2021-02-02,118234,117520,119805,117519,"11,63M","0,61%"
2021-02-01,117518,115093,117862,115093,"8,72M","2,13%"
2021-01-29,115068,118880,118880,114973,"10,97M","-3,21%"
2021-01-28,118883,115882,119355,115734,"12,07M","2,59%"
2021-01-27,115882,116463,117840,114887,"12,38M","-0,50%"
2021-01-26,116464,117381,119167,116109,"10,68M","-0,78%"
2021-01-22,117380,118318,118318,116109,"9,37M","-0,80%"
2021-01-21,118329,119628,120243,117785,"8,57M","-1,10%"
2021-01-20,119646,120645,121449,118740,"7,95M","-0,82%"
2021-01-19,120636,121250,122120,119257,"7,89M","-0,50%"
2021-01-18,121242,120351,122586,120351,"7,22M","0,74%"
2021-01-15,120349,123472,123472,120185,"9,39M","-2,54%"
2021-01-14,123481,121947,123896,121947,"8,97M","1,27%"
2021-01-13,121933,123996,124032,121016,"10,29M","-1,67%"
2021-01-12,123998,123255,124584,123227,"8,95M","0,60%"
2021-01-11,123255,125075,125075,122506,"9,54M","-1,46%"
2021-01-08,125077,122387,125324,122386,"11,09M","2,20%"
2021-01-07,122386,119103,122697,119101,"11,77M","2,76%"
2021-01-06,119100,119377,120924,118917,"11,64M","-0,23%"
2021-01-05,119376,118835,119790,116756,"9,26M","0,44%"
2021-01-04,118855,119024,120354,118062,"8,74M","-0,14%"
2020-12-30,119017,119410,120150,118919,"8,24M","-0,33%"
2020-12-29,119409,119130,119861,118750,"6,77M","0,24%"
2020-12-28,119124,117806,119213,117805,"7,17M","1,12%"
2020-12-23,117807,116636,118311,116636,"6,48M","1,00%"
2020-12-22,116636,115825,116903,115648,"6,95M","0,70%"
2020-12-21,115823,118021,118021,114730,"10,35M","-1,86%"
2020-12-18,118024,118395,119370,117638,"8,64M","-0,32%"
2020-12-17,118401,117864,119027,117856,"7,70M","0,46%"
2020-12-16,117857,116149,118178,115496,"9,81M","1,47%"
2020-12-15,116149,114613,116390,114613,"8,20M","1,34%"
2020-12-14,114611,115137,115740,114431,"8,19M","-0,45%"
2020-12-11,115128,115128,115527,113949,"8,37M","0,00%"
2020-12-10,115129,113002,115262,112732,"11,80M","1,88%"
2020-12-09,113001,113799,114020,112567,"8,43M","-0,70%"
2020-12-08,113793,113590,114381,112820,"8,81M","0,18%"
2020-12-07,113590,113751,114531,112629,"9,63M","-0,14%"
2020-12-04,113750,112294,113864,112294,"8,89M","1,30%"
2020-12-03,112292,111874,113377,111874,"11,47M","0,37%"
2020-12-02,111879,111402,112315,110579,"9,81M","0,43%"
2020-12-01,111400,108897,111840,108897,"11,32M","2,30%"
2020-11-30,108893,110598,110934,108829,"19,30M","-1,52%"
2020-11-27,110575,110229,111603,110161,"8,79M","0,32%"
2020-11-26,110227,110133,110245,109418,"6,17M","0,09%"
2020-11-25,110133,109786,110596,109315,"8,56M","0,32%"
2020-11-24,109786,107378,109956,107361,"11,93M","2,24%"
2020-11-23,107379,106050,107495,106050,"9,69M","1,26%"
2020-11-20,106042,106670,106764,105680,"7,10M","-0,59%"
2020-11-19,106670,106117,106973,105545,"8,56M","0,52%"
2020-11-18,106119,107246,107467,106043,"10,34M","-1,05%"
2020-11-17,107249,106430,107810,105847,"10,31M","0,77%"
2020-11-16,106430,104729,106518,104729,"11,72M","1,63%"
2020-11-13,104723,102509,104726,102509,"9,77M","2,16%"
2020-11-12,102507,104810,105019,102034,"10,86M","-2,20%"
2020-11-11,104809,105067,105462,104143,"10,84M","-0,25%"
2020-11-10,105067,103516,105758,103453,"16,67M","1,50%"
2020-11-09,103515,100954,105147,100954,"17,41M","2,57%"
2020-11-06,100925,100751,101104,99837,"8,38M","0,17%"
2020-11-05,100751,97873,100922,97872,"10,46M","2,95%"
2020-11-04,97867,95992,98296,95987,"10,70M","1,97%"
2020-11-03,95980,93968,96350,93968,"10,19M","2,16%"
2020-10-30,93952,96579,96579,93559,"10,64M","-2,72%"
2020-10-29,96582,95368,96688,93387,"12,70M","1,27%"
2020-10-28,95369,99598,99598,95369,"11,05M","-4,25%"
2020-10-27,99606,101017,101660,99414,"8,67M","-1,40%"
2020-10-26,101017,101260,101784,99762,"8,07M","-0,24%"
2020-10-23,101260,101918,102218,101188,"7,56M","-0,65%"
2020-10-22,101918,100553,102020,100457,"9,56M","1,36%"
2020-10-21,100552,100541,101586,100149,"8,66M","0,01%"
2020-10-20,100540,98664,100722,98664,"8,80M","1,91%"
2020-10-19,98658,98310,99917,98310,"9,93M","0,35%"
2020-10-16,98309,99054,99172,98309,"7,84M","-0,75%"
2020-10-15,99054,99328,99486,97778,"8,34M","-0,28%"
2020-10-14,99334,98502,99571,98501,"8,90M","0,84%"
2020-10-13,98503,97483,98998,97336,"7,87M","1,05%"
2020-10-09,97483,97924,98642,97161,"10,81M","-0,45%"
2020-10-08,97920,95530,97938,95530,"11,16M","2,51%"
2020-10-07,95526,95616,96380,94881,"9,83M","-0,09%"
2020-10-06,95615,96091,97405,95211,"11,30M","-0,49%"
2020-10-05,96089,94019,96414,93984,"8,62M","2,21%"
2020-10-02,94016,95475,95996,93897,"8,58M","-1,53%"
2020-10-01,95479,94604,95486,93599,"9,24M","0,93%"
2020-09-30,94603,93586,95340,93584,"9,49M","1,09%"
2020-09-29,93580,94665,95505,93408,"8,74M","-1,15%"
2020-09-28,94666,97005,98314,94371,"10,51M","-2,41%"
2020-09-25,96999,97011,97012,95632,"7,35M","-0,01%"
2020-09-24,97012,95735,97955,95653,"9,33M","1,33%"
2020-09-23,95735,97294,97389,95728,"8,83M","-1,60%"
2020-09-22,97294,96995,97684,96390,"7,28M","0,31%"
2020-09-21,96991,98283,98283,95820,"9,74M","-1,32%"
2020-09-18,98290,100098,100102,98045,"11,37M","-1,81%"
2020-09-17,100098,99674,100251,98562,"7,86M","0,42%"
2020-09-16,99676,100299,100663,99663,"7,14M","-0,62%"
2020-09-15,100298,100277,100949,99647,"9,22M","0,02%"
2020-09-14,100275,98367,100520,98367,"8,18M","1,94%"
2020-09-11,98363,98839,99435,97758,"9,11M","-0,48%"
2020-09-10,98835,101291,101536,98687,"8,89M","-2,43%"
2020-09-09,101292,100050,101578,100050,"7,96M","1,24%"
2020-09-08,100050,101239,101239,99373,"8,48M","-1,18%"
2020-09-04,101242,100733,101582,98961,"11,33M","0,52%"
2020-09-03,100721,101911,103226,99751,"12,61M","-1,17%"
2020-09-02,101911,102168,102824,100872,"7,56M","-0,25%"
2020-09-01,102168,99382,102238,99382,"9,38M","2,82%"
2020-08-31,99369,102142,102142,99369,"12,23M","-2,72%"
2020-08-28,102143,100631,102347,100631,"7,67M","1,51%"
2020-08-27,100624,100625,101548,99857,"7,36M","0,00%"
2020-08-26,100627,102119,102521,99359,"9,86M","-1,46%"
2020-08-25,102118,102293,102708,101623,"8,19M","-0,18%"
2020-08-24,102298,101525,102515,101525,"7,72M","0,77%"
2020-08-21,101521,101460,101566,100412,"9,10M","0,05%"
2020-08-20,101468,100853,101749,99131,"9,40M","0,61%"
2020-08-19,100854,102072,102334,100800,"10,03M","-1,19%"
2020-08-18,102065,99597,102247,99597,"9,42M","2,48%"
2020-08-17,99595,101348,101689,98513,"10,82M","-1,73%"
2020-08-14,101353,100469,101717,100445,"8,58M","0,89%"
2020-08-13,100461,102118,103237,100187,"10,72M","-1,62%"
2020-08-12,102118,102176,103116,100698,"10,11M","-0,06%"
2020-08-11,102174,103449,104409,102174,"9,36M","-1,23%"
2020-08-10,103444,102776,103722,101282,"8,26M","0,65%"
2020-08-07,102776,104116,104126,101957,"10,34M","-1,30%"
2020-08-06,104126,102795,104523,102795,"9,69M","1,29%"
2020-08-05,102802,101220,103763,101220,"10,92M","1,57%"
2020-08-04,101216,102826,103012,100005,"12,03M","-1,57%"
2020-08-03,102830,102913,103863,102304,"10,90M","-0,08%"
2020-07-31,102912,105010,105462,102642,"12,93M","-2,00%"
2020-07-30,105009,105605,105607,103920,"9,59M","-0,56%"
2020-07-29,105605,104112,105704,104112,"9,24M","1,44%"
2020-07-28,104109,104477,104663,103592,"9,09M","-0,35%"
2020-07-27,104477,102381,104585,102381,"9,62M","2,05%"
2020-07-24,102382,102292,102694,100859,"9,80M","0,09%"
2020-07-23,102293,104291,104949,102119,"10,37M","-1,91%"
2020-07-22,104290,104312,104980,103277,"10,83M","-0,02%"
2020-07-21,104310,104426,105449,103732,"11,11M","-0,11%"
2020-07-20,104426,102888,104439,102744,"8,93M","1,49%"
2020-07-17,102888,100554,103017,100554,"10,43M","2,32%"
2020-07-16,100553,101791,101792,100160,"8,13M","-1,22%"
2020-07-15,101791,100444,102114,100444,"9,29M","1,34%"
2020-07-14,100440,98699,100632,98289,"10,02M","1,77%"
2020-07-13,98697,100027,100858,98697,"10,38M","-1,33%"
2020-07-10,100032,99160,100101,98739,"9,15M","0,88%"
2020-07-09,99160,99770,100191,98861,"9,47M","-0,61%"
2020-07-08,99770,97765,99973,97765,"9,14M","2,05%"
2020-07-07,97761,98937,98938,97272,"8,95M","-1,19%"
2020-07-06,98937,96776,99257,96768,"9,49M","2,24%"
2020-07-03,96765,96237,96765,95803,"5,35M","0,55%"
2020-07-02,96235,96206,97864,96052,"10,06M","0,03%"
2020-07-01,96203,95062,96852,95062,"10,16M","1,21%"
2020-06-30,95056,95728,96257,94806,"10,14M","-0,71%"
2020-06-29,95735,93837,95735,93825,"8,91M","2,03%"
2020-06-26,93834,95979,95979,93514,"8,44M","-2,24%"
2020-06-25,95983,94382,96260,94152,"8,70M","1,70%"
2020-06-24,94377,95974,95974,93259,"9,96M","-1,66%"
2020-06-23,95975,95344,97486,95344,"9,75M","0,67%"
2020-06-22,95336,96572,96870,94869,"8,26M","-1,28%"
2020-06-19,96572,96138,97540,95874,"13,13M","0,46%"
2020-06-18,96125,95547,97110,94698,"10,01M","0,60%"
2020-06-17,95547,93531,96611,93531,"11,13M","2,16%"
2020-06-16,93531,92387,95216,92387,"12,03M","1,25%"
2020-06-15,92376,92780,93112,90148,"13,32M","-0,45%"
2020-06-12,92795,94677,94703,90811,"12,79M","-2,00%"
2020-06-10,94686,96747,97646,94665,"11,74M","-2,13%"
